price,Selected,carat,cut,color,clarity,depth,table,x,y,z
6285,No,1.00,Very Good,E,VS2,64.0,59.0,6.22,6.31,4.01
6286,No,1.18,Very Good,G,SI1,60.8,58.0,6.81,6.85,4.15
6286,No,1.04,Ideal,G,VS2,62.0,59.0,6.43,6.50,4.01
6286,No,1.04,Ideal,G,VS2,59.4,58.0,6.63,6.67,3.95
6288,No,1.01,Very Good,F,VS2,58.8,59.0,6.55,6.59,3.86
6288,No,1.01,Very Good,F,VS2,60.8,58.0,6.44,6.49,3.93
6288,No,1.01,Very Good,F,VS2,59.4,61.0,6.48,6.51,3.86
6288,No,1.23,Ideal,E,SI2,61.2,55.0,6.92,7.01,4.26
6288,No,1.32,Ideal,J,VS2,62.3,57.0,6.96,7.00,4.35
6288,No,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05
6288,No,1.01,Good,F,VS2,61.7,58.0,6.30,6.34,3.90
6288,No,1.01,Good,F,VS2,62.1,58.0,6.28,6.35,3.92
6288,No,1.22,Premium,G,SI1,62.3,58.0,6.83,6.76,4.23
6289,No,0.90,Very Good,E,VVS2,62.2,60.0,6.04,6.12,3.78
6289,No,1.01,Very Good,F,VS2,63.7,56.0,6.29,6.34,4.02
6289,No,1.23,Ideal,D,SI2,60.6,54.0,6.97,7.02,4.24
6289,No,1.23,Ideal,D,SI2,62.4,56.0,6.81,6.87,4.27
6290,No,1.30,Very Good,I,VS2,62.7,57.0,6.88,6.90,4.32
6290,No,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.50,4.00
6290,No,1.04,Premium,G,VS2,62.5,58.0,6.47,6.43,4.03
607,No,0.29,Ideal,G,VVS2,61.4,57.0,4.27,4.30,2.63
607,No,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64
607,No,0.29,Ideal,G,VVS2,61.9,56.0,4.24,4.25,2.62
607,No,0.36,Ideal,I,VVS1,61.6,56.0,4.58,4.61,2.83
607,No,0.29,Ideal,H,VVS1,62.1,55.0,4.28,4.30,2.66
607,No,0.29,Ideal,G,VVS1,62.3,55.0,4.25,4.29,2.66
607,No,0.29,Ideal,G,VVS1,62.8,54.0,4.21,4.24,2.65
607,No,0.35,Ideal,F,SI1,61.5,54.0,4.57,4.60,2.82
607,No,0.29,Ideal,H,IF,62.2,55.0,4.25,4.28,2.65
607,No,0.29,Ideal,H,IF,60.7,57.0,4.30,4.33,2.62
607,No,0.29,Ideal,H,IF,62.1,55.0,4.26,4.29,2.65
607,No,0.34,Ideal,G,SI1,62.7,57.0,4.51,4.48,2.82
607,No,0.31,Good,F,VS1,63.9,55.0,4.27,4.30,2.74
608,No,0.24,Very Good,F,VVS2,61.8,56.0,4.01,4.04,2.48
608,No,0.24,Very Good,F,VVS2,61.7,56.0,3.98,4.00,2.45
608,No,0.24,Very Good,F,VVS2,60.6,59.0,4.04,4.06,2.45
608,No,0.24,Very Good,E,VVS2,62.2,56.0,3.96,3.98,2.47
608,No,0.24,Very Good,E,VVS2,62.4,54.0,3.96,3.99,2.48
608,No,0.24,Very Good,F,VVS1,62.2,57.0,3.97,4.00,2.48
608,No,0.24,Very Good,F,VVS1,62.3,56.0,3.97,4.01,2.49
608,No,0.24,Very Good,F,VVS1,60.4,56.0,4.05,4.07,2.45
608,No,0.24,Very Good,F,VVS1,62.5,55.0,3.98,4.02,2.49
608,No,0.37,Very Good,H,VS2,63.5,59.0,4.51,4.55,2.88
608,No,0.37,Ideal,G,SI1,61.0,56.0,4.61,4.68,2.84
608,No,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75
608,No,0.36,Premium,G,SI2,62.4,58.0,4.58,4.56,2.85
608,No,0.36,Premium,G,SI2,60.8,58.0,4.61,4.57,2.79
608,No,0.36,Premium,G,SI2,61.9,56.0,4.59,4.55,2.83
608,No,0.30,Premium,H,VS2,61.1,59.0,4.37,4.30,2.65
608,No,0.30,Ideal,I,VS1,61.6,56.0,4.36,4.31,2.67
6290,No,1.04,Ideal,G,VS2,61.8,56.0,6.50,6.47,4.01
6290,No,1.04,Ideal,G,VS2,61.9,57.0,6.50,6.46,4.01
6290,No,1.00,Premium,G,VS1,62.4,62.0,6.37,6.33,3.96
6290,No,1.04,Ideal,G,VS2,62.6,55.0,6.49,6.45,4.05
6290,No,1.04,Premium,G,VS2,62.6,56.0,6.44,6.41,4.02
6290,No,1.00,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99
6290,No,1.00,Premium,G,VS1,62.3,58.0,6.39,6.30,3.95
6291,No,1.01,Very Good,G,VS2,63.5,57.0,6.36,6.39,4.05
6291,No,1.23,Premium,H,VS2,61.4,59.0,6.85,6.87,4.21
6291,No,0.95,Ideal,F,SI1,61.7,56.0,6.31,6.34,3.90
6291,No,1.51,Fair,H,SI2,64.5,59.0,7.21,7.15,4.63
6291,No,1.11,Ideal,E,SI1,61.4,58.0,6.66,6.62,4.08
6292,No,1.21,Ideal,I,VS1,60.5,58.0,6.95,6.89,4.19
6294,No,1.03,Very Good,H,VS1,61.9,59.0,6.44,6.49,4.00
6294,No,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38
6295,No,1.01,Ideal,G,VS2,62.0,54.9,6.41,6.44,3.99
6295,No,1.01,Ideal,G,VS2,59.6,59.0,6.52,6.57,3.90
6295,No,1.01,Ideal,G,VS2,62.0,57.0,6.40,6.44,3.98
6295,No,1.01,Ideal,G,VS2,60.6,58.0,6.44,6.50,3.92
6296,No,1.00,Very Good,G,VS2,60.8,55.0,6.46,6.49,3.94
6296,No,1.06,Premium,G,VS2,60.4,58.0,6.64,6.68,4.02
6296,No,1.00,Very Good,H,VVS1,63.5,60.0,6.36,6.30,4.02
6296,No,1.00,Premium,F,VS2,62.9,59.0,6.47,6.40,4.02
6296,No,1.00,Premium,F,VS2,62.2,57.0,6.43,6.40,3.99
6296,No,1.00,Very Good,F,VS2,63.2,59.0,6.35,6.30,4.00
6299,No,1.21,Good,J,IF,62.1,60.0,6.81,6.87,4.25
6299,No,1.03,Ideal,D,SI1,62.2,56.0,6.48,6.45,4.02
6299,No,1.54,Ideal,G,I1,61.6,55.0,7.43,7.40,4.57
6300,No,1.25,Premium,G,SI2,60.4,59.0,6.98,6.96,4.21
6300,No,1.25,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23
6300,No,1.32,Very Good,I,SI2,61.2,58.0,7.12,7.06,4.34
6300,No,1.50,Very Good,E,SI2,63.5,60.0,7.19,7.12,4.54
6300,No,1.29,Ideal,H,SI2,61.6,54.0,7.00,7.02,4.32
6300,No,1.15,Ideal,I,SI1,61.9,56.0,6.68,6.72,4.15
6300,No,1.15,Ideal,I,SI1,61.8,55.0,6.73,6.76,4.17
6300,No,1.50,Premium,D,I1,61.7,62.0,7.28,7.24,4.48
6300,No,1.25,Ideal,G,SI2,61.5,56.0,7.00,6.92,4.28
6301,No,1.02,Premium,G,VS2,62.5,58.0,6.41,6.46,4.02
6301,No,1.02,Very Good,G,VS1,62.6,58.0,6.36,6.46,4.01
6301,No,1.16,Very Good,F,SI1,63.4,55.0,6.73,6.65,4.24
6302,No,1.21,Ideal,H,VS2,62.9,57.0,6.80,6.75,4.26
6302,No,1.30,Very Good,I,SI1,62.3,58.0,6.93,6.96,4.33
6302,No,0.90,Ideal,G,VVS2,61.6,56.0,6.20,6.23,3.83
6303,No,1.20,Ideal,I,VS2,61.1,58.0,6.83,6.86,4.18
6303,No,1.00,Premium,D,VS2,61.2,61.0,6.39,6.35,3.90
6303,No,1.34,Ideal,D,I1,61.7,55.0,7.12,7.08,4.38
6304,No,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21
6306,No,1.02,Ideal,F,VS2,61.5,57.0,6.48,6.50,3.99
6306,No,1.50,Good,J,SI2,63.6,58.0,7.18,7.25,4.59
6306,No,1.56,Premium,J,SI2,61.4,58.0,7.38,7.43,4.55
6307,No,1.30,Very Good,H,SI1,63.4,57.0,6.93,6.88,4.38
6307,No,1.03,Premium,F,VS2,62.4,58.0,6.47,6.42,4.02
6308,No,1.28,Ideal,I,VS2,61.4,57.0,7.04,6.97,4.30
6309,No,1.12,Ideal,H,VS1,61.9,57.0,6.66,6.69,4.13
6310,No,1.01,Very Good,E,VS2,62.3,58.0,6.39,6.45,4.00
6311,No,1.11,Very Good,G,VS2,62.3,58.0,6.59,6.61,4.11
6313,No,1.83,Premium,G,I1,62.0,58.0,7.84,7.80,4.85
6313,No,1.15,Ideal,G,SI1,62.0,55.0,6.72,6.76,4.18
6315,No,1.00,Very Good,E,VS2,63.8,59.0,6.25,6.32,4.01
6315,No,1.00,Good,E,VS2,64.1,54.0,6.26,6.31,4.03
6316,No,1.45,Very Good,J,SI1,62.4,57.0,7.16,7.23,4.49
6316,No,1.05,Ideal,E,SI1,60.7,55.0,6.62,6.67,4.03
6316,No,1.33,Premium,I,VS2,62.5,61.0,7.02,6.99,4.38
6317,No,1.12,Ideal,I,VVS2,61.6,54.0,6.72,6.74,4.14
6317,No,1.02,Ideal,H,VS1,61.4,57.0,6.47,6.44,3.97
6318,No,1.26,Very Good,I,SI1,61.9,58.0,6.97,6.92,4.30
6319,No,1.00,Very Good,F,VS2,62.7,58.0,6.38,6.41,4.01
6319,No,1.08,Very Good,F,VS2,63.1,57.0,6.56,6.50,4.12
6319,No,1.24,Premium,D,SI1,59.3,60.0,7.05,7.01,4.16
6320,No,1.26,Very Good,H,SI1,62.1,57.0,6.88,6.94,4.29
6320,No,1.69,Premium,I,I1,62.4,60.0,7.56,7.59,4.73
6320,No,1.71,Ideal,J,SI1,62.8,57.0,7.58,7.55,4.75
6320,No,1.14,Premium,F,SI1,60.4,58.0,6.82,6.79,4.11
6321,No,1.29,Premium,I,VS2,60.4,58.0,7.12,7.03,4.27
6321,No,1.29,Ideal,G,SI2,61.5,55.0,7.03,6.99,4.31
6321,No,1.17,Ideal,G,VS2,62.2,57.0,6.75,6.72,4.19
6322,No,1.12,Ideal,G,VS2,62.1,57.0,6.63,6.60,4.11
6323,No,1.31,Premium,I,VS2,61.9,59.0,7.02,6.98,4.33
6323,No,1.22,Very Good,H,SI1,62.4,57.0,6.78,6.82,4.24
6323,No,1.22,Very Good,H,SI1,62.5,59.0,6.79,6.82,4.25
6324,No,1.21,Very Good,E,SI1,62.9,58.0,6.78,6.79,4.27
6324,No,1.17,Ideal,H,VS2,60.3,61.0,6.84,6.80,4.11
6324,No,1.07,Ideal,G,VS2,61.1,59.0,6.62,6.57,4.03
6324,No,1.00,Ideal,E,SI1,62.4,55.0,6.34,6.42,3.98
6324,No,1.20,Ideal,I,VS1,62.1,57.0,6.84,6.80,4.23
6325,No,1.06,Premium,G,VS2,60.1,58.0,6.67,6.64,4.00
6325,No,1.06,Very Good,G,VS2,63.1,59.0,6.48,6.45,4.08
6326,No,1.01,Very Good,G,VS1,62.7,56.0,6.36,6.46,4.02
6327,No,1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22
6327,No,1.29,Ideal,J,SI1,61.6,57.0,6.98,7.01,4.32
6327,No,1.03,Premium,G,VS2,62.3,59.0,6.42,6.38,3.99
6328,No,1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19
6328,No,1.00,Good,D,SI1,64.1,56.0,6.28,6.24,4.01
6328,No,1.00,Premium,F,VS2,62.8,59.0,6.35,6.32,3.98
6328,No,1.00,Ideal,G,VS2,60.5,56.0,6.54,6.49,3.94
6328,No,1.00,Premium,F,VS2,62.2,59.0,6.37,6.29,3.94
6330,No,1.01,Premium,F,VS2,60.8,58.0,6.44,6.49,3.93
6330,No,1.01,Good,F,VS2,63.9,58.0,6.32,6.39,4.06
6332,No,1.26,Ideal,J,VS1,62.2,58.0,6.88,6.92,4.29
6332,No,1.01,Good,F,VS2,60.6,62.0,6.52,6.49,3.94
6333,No,1.02,Premium,F,VS2,62.7,59.0,6.44,6.41,4.03
6333,No,1.20,Premium,H,VS2,61.4,59.0,6.79,6.75,4.16
6333,No,1.02,Ideal,G,VS2,60.6,56.0,6.56,6.52,3.96
6334,No,1.04,Very Good,G,VS2,61.1,56.0,6.54,6.56,4.01
6334,No,1.22,Very Good,G,SI1,62.1,58.0,6.84,6.89,4.26
6334,No,1.30,Premium,J,VS1,61.6,56.0,7.06,7.00,4.33
6334,No,1.30,Ideal,J,VS1,62.3,57.0,7.06,6.97,4.37
6335,No,1.01,Premium,G,VS1,62.7,58.0,6.36,6.31,3.97
6335,No,1.19,Ideal,G,SI1,62.3,55.0,6.76,6.81,4.23
6335,No,1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.00
6335,No,1.01,Premium,E,VS2,63.0,60.0,6.35,6.32,3.99
6335,No,1.01,Premium,E,VS2,62.9,58.0,6.47,6.37,4.04
6335,No,1.01,Premium,E,VS2,60.2,58.0,6.56,6.52,3.94
6335,No,1.01,Very Good,E,VS2,63.1,60.0,6.30,6.26,3.96
6335,No,1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92
6336,No,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08
6337,No,1.31,Ideal,J,SI1,62.5,56.0,6.95,7.04,4.37
6337,No,1.37,Premium,H,VS2,60.9,59.0,7.22,7.17,4.38
6338,No,1.31,Ideal,I,VS2,62.4,57.0,6.93,6.97,4.34
6338,No,0.81,Ideal,F,IF,61.5,55.0,5.98,6.05,3.70
6339,No,1.37,Ideal,J,SI1,62.1,55.0,7.13,7.16,4.44
6340,No,1.00,Very Good,F,VS2,62.2,55.0,6.39,6.44,3.99
6340,No,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98
6340,No,1.02,Ideal,D,SI1,62.2,56.0,6.43,6.47,4.00
6340,No,1.35,Premium,I,SI1,62.1,58.0,7.07,7.00,4.37
6342,No,1.04,Ideal,G,VS2,62.0,57.0,6.49,6.50,4.03
6342,No,1.04,Very Good,F,VS2,60.1,59.0,6.56,6.61,3.96
6342,No,1.02,Ideal,E,SI1,62.6,57.0,6.41,6.44,4.02
6342,No,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55
6342,No,1.51,Premium,J,VS2,62.3,59.0,7.36,7.30,4.57
6343,No,1.37,Ideal,I,VS2,61.5,56.0,7.14,7.11,4.38
6343,No,1.22,Ideal,E,SI2,62.7,57.0,6.84,6.81,4.28
6344,No,1.20,Good,D,SI2,63.7,52.0,6.72,6.68,4.27
6344,No,1.03,Premium,E,VS2,60.0,59.0,6.54,6.60,3.94
6344,No,1.10,Ideal,H,VS2,62.7,56.0,6.58,6.63,4.14
6344,No,2.00,Premium,H,I1,59.7,62.0,8.19,8.02,4.85
6346,No,1.01,Ideal,E,SI1,60.8,56.0,6.53,6.47,3.95
6346,No,1.01,Ideal,E,SI1,61.1,57.0,6.50,6.47,3.96
6346,No,1.14,Ideal,G,SI2,62.3,56.0,6.66,6.69,4.16
6347,No,1.21,Ideal,H,SI2,62.1,58.0,6.78,6.84,4.23
6349,No,1.00,Ideal,G,VS1,62.2,56.0,6.35,6.41,3.97
6349,No,1.00,Ideal,G,VS1,62.7,54.0,6.37,6.42,4.01
6349,No,1.00,Good,G,VS1,63.6,59.0,6.30,6.34,4.02
6350,No,1.26,Premium,I,VS2,61.2,59.0,7.03,6.90,4.26
6350,No,1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24
6350,No,1.20,Very Good,H,SI1,61.6,61.0,6.81,6.77,4.18
6350,No,1.62,Premium,H,SI2,63.0,58.0,7.47,7.41,4.69
6350,No,1.40,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44
6350,No,1.05,Ideal,G,VS2,61.7,56.0,6.54,6.52,4.03
6350,No,1.26,Ideal,I,VS2,62.6,55.0,6.96,6.91,4.34
6351,No,1.22,Premium,E,SI2,61.5,58.0,6.85,6.81,4.20
6352,No,1.00,Good,F,VS2,63.9,62.0,6.26,6.32,4.02
6352,No,1.10,Very Good,D,SI1,60.7,55.0,6.71,6.74,4.08
6352,No,1.00,Very Good,F,VS2,62.9,55.0,6.34,6.38,4.00
6352,No,1.00,Premium,F,VS2,62.4,60.0,6.35,6.38,3.97
6352,No,1.00,Premium,F,VS2,62.6,60.0,6.29,6.37,3.96
6352,No,1.02,Ideal,G,VS2,62.5,57.0,6.41,6.45,4.02
6352,No,1.25,Ideal,I,SI1,61.0,56.0,6.97,7.02,4.27
6352,No,1.06,Premium,D,SI1,61.1,59.0,6.63,6.56,4.03
6353,No,1.01,Fair,G,VS1,64.6,60.0,6.34,6.22,4.06
6353,No,1.01,Premium,G,VS1,59.9,59.0,6.51,6.48,3.89
6353,No,1.01,Very Good,G,VS1,60.7,63.0,6.40,6.38,3.88
6353,No,1.01,Premium,G,VS1,60.5,60.0,6.52,6.44,3.92
6353,No,1.01,Ideal,G,VS2,61.6,56.0,6.46,6.43,3.97
6354,No,1.01,Very Good,G,VVS2,61.3,61.0,6.32,6.47,3.92
6354,No,1.24,Very Good,G,SI2,60.5,60.0,6.93,7.01,4.22
6354,No,1.22,Premium,H,VS2,60.9,58.0,6.89,6.86,4.19
6354,No,1.22,Premium,H,SI1,61.9,56.0,6.89,6.84,4.25
6354,No,1.22,Premium,I,VS1,60.6,61.0,6.94,6.88,4.19
6355,No,1.07,Premium,G,VS2,62.1,58.0,6.55,6.59,4.08
6355,No,1.07,Very Good,G,VS2,63.0,55.0,6.50,6.55,4.11
6355,No,1.07,Ideal,G,VS2,62.2,57.0,6.53,6.55,4.07
6355,No,1.07,Very Good,G,VS2,60.5,56.0,6.64,6.71,4.04
6355,No,1.07,Very Good,G,VS2,60.9,58.0,6.56,6.60,4.01
6356,No,1.02,Ideal,G,VS2,60.5,57.0,6.51,6.55,3.95
6356,No,1.29,Premium,J,VVS2,62.6,59.0,6.98,6.91,4.35
6359,No,1.00,Premium,E,VS2,62.9,59.0,6.38,6.27,3.98
6360,No,0.92,Ideal,F,VS1,61.3,56.0,6.26,6.30,3.85
6360,No,1.04,Good,G,VS1,63.8,57.0,6.42,6.37,4.08
6360,No,1.04,Premium,G,VS1,60.2,58.0,6.65,6.64,4.00
6361,No,1.04,Very Good,F,VS2,61.0,60.0,6.54,6.48,3.97
6361,No,1.53,Good,H,I1,62.3,55.6,7.34,7.38,4.59
6362,No,1.26,Ideal,G,SI2,61.8,57.0,6.93,6.95,4.29
6363,No,1.19,Premium,H,VS2,61.0,59.0,6.91,6.80,4.18
6363,No,1.06,Ideal,F,SI1,61.7,55.0,6.58,6.56,4.06
6366,No,1.02,Very Good,E,VS2,60.6,61.0,6.44,6.47,3.91
6366,No,1.39,Ideal,J,VS2,60.3,57.0,7.26,7.24,4.37
6366,No,1.01,Fair,F,VS1,64.6,60.0,6.26,6.16,4.01
6366,No,1.16,Premium,E,SI1,61.3,60.0,6.70,6.64,4.09
6367,No,1.52,Premium,J,SI1,61.0,59.0,7.41,7.35,4.50
6368,No,1.01,Very Good,G,VS1,62.3,60.0,6.35,6.49,4.00
6368,No,1.53,Good,J,SI2,64.1,58.0,7.30,7.18,4.64
6368,No,1.31,Premium,H,VS2,62.1,58.0,7.01,6.86,4.31
6368,No,1.04,Ideal,H,VS1,62.5,53.0,6.50,6.52,4.07
6368,No,1.04,Ideal,H,VS1,62.0,54.0,6.52,6.54,4.05
6368,No,1.17,Ideal,H,SI1,61.1,57.0,6.77,6.83,4.16
6369,No,1.10,Very Good,G,VS2,61.9,57.0,6.59,6.65,4.10
6369,No,1.38,Very Good,H,SI2,62.3,60.0,7.07,7.12,4.42
6369,No,1.00,Good,G,VS2,59.1,62.0,6.42,6.45,3.80
6371,No,1.01,Premium,G,VVS2,61.9,58.0,6.48,6.38,3.98
6371,No,1.01,Very Good,G,VVS2,62.1,63.0,6.38,6.31,3.94
6371,No,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26
6372,No,1.22,Ideal,D,SI2,61.8,58.0,6.84,6.92,4.25
6372,No,1.29,Ideal,I,SI1,61.9,56.0,6.97,7.03,4.33
6373,No,1.05,Very Good,D,VS2,62.9,57.0,6.39,6.51,4.06
6373,No,1.20,Very Good,E,SI1,63.2,57.0,6.75,6.69,4.25
6377,No,1.00,Very Good,E,VS2,59.4,59.0,6.44,6.46,3.83
6377,No,1.00,Ideal,G,VS2,62.4,59.0,6.36,6.40,3.98
6377,No,1.66,Ideal,J,SI2,60.8,57.0,7.68,7.65,4.66
6377,No,1.24,Premium,E,SI2,61.1,59.0,6.99,6.89,4.24
6377,No,1.00,Ideal,G,VS1,62.6,56.0,6.39,6.36,3.99
6377,No,1.00,Premium,G,VS1,62.4,60.0,6.39,6.37,3.98
6378,No,1.18,Ideal,I,VVS1,59.7,54.0,6.92,6.99,4.15
6379,No,1.13,Premium,G,VS2,62.7,57.0,6.67,6.61,4.16
6380,No,1.20,Ideal,I,VS1,61.5,59.0,6.82,6.84,4.20
6381,No,1.24,Ideal,I,SI1,60.6,59.0,6.97,7.03,4.24
6382,No,1.00,Very Good,F,VS2,63.3,55.0,6.34,6.29,4.00
6383,No,1.24,Premium,I,VVS2,62.7,58.0,6.85,6.89,4.31
6383,No,1.27,Ideal,E,SI2,60.2,57.0,7.09,7.14,4.28
6384,No,1.51,Ideal,H,SI2,61.7,57.0,7.39,7.36,4.55
6386,No,1.00,Very Good,G,VS2,62.8,62.0,6.28,6.33,3.96
6387,No,1.46,Premium,J,SI2,60.1,58.0,7.43,7.34,4.44
6387,No,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17
6387,No,1.10,Premium,G,VS2,62.8,58.0,6.60,6.58,4.14
6387,No,1.10,Ideal,G,VS2,62.3,56.0,6.63,6.59,4.12
6387,No,1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29
6388,No,1.09,Very Good,G,VS2,60.9,56.0,6.67,6.70,4.07
6388,No,1.22,Ideal,H,SI1,62.1,56.0,6.87,6.81,4.25
6389,No,1.00,Very Good,G,VS2,63.8,58.0,6.31,6.35,4.04
6389,No,1.23,Ideal,I,SI1,61.8,58.0,6.87,6.91,4.26
6389,No,1.00,Good,D,VS2,64.1,58.0,6.24,6.33,4.03
6389,No,1.00,Good,F,VS1,64.2,60.0,6.18,6.28,4.00
6390,No,1.33,Premium,I,VS1,61.7,58.0,7.09,7.14,4.39
6391,No,1.01,Fair,F,VS1,64.5,59.0,6.27,6.19,4.02
6391,No,1.13,Ideal,F,SI1,59.6,57.0,6.83,6.79,4.06
6393,No,1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02
6393,No,1.51,Premium,F,SI2,62.7,58.0,7.33,7.29,4.58
6394,No,1.51,Good,J,SI1,64.1,61.0,7.16,7.19,4.60
6396,No,1.35,Ideal,J,SI1,62.3,57.0,7.08,7.02,4.39
6396,No,1.27,Ideal,I,VS1,62.8,57.0,6.86,6.89,4.32
6397,No,1.02,Very Good,E,SI1,62.7,60.0,6.45,6.40,4.03
6397,No,1.70,Ideal,H,I1,61.3,55.0,7.70,7.63,4.70
6397,No,1.20,Premium,E,SI2,62.6,56.0,6.84,6.77,4.26
6397,No,1.02,Premium,E,VS2,60.4,58.0,6.51,6.47,3.92
6397,No,1.21,Fair,G,SI1,64.6,60.0,6.69,6.62,4.30
6397,No,1.02,Good,F,VS2,64.2,59.0,6.40,6.28,4.07
6397,No,1.02,Premium,G,VS2,62.1,58.0,6.50,6.44,4.02
6398,No,1.22,Ideal,H,SI2,62.3,57.0,6.84,6.89,4.28
6398,No,1.22,Ideal,I,SI1,62.3,58.0,6.80,6.82,4.24
6399,No,1.01,Very Good,E,VS2,60.9,57.0,6.41,6.47,3.92
6399,No,1.01,Good,E,VS2,63.3,60.0,6.30,6.33,4.00
6399,No,1.01,Good,E,VS2,63.3,58.0,6.35,6.38,4.03
6399,No,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99
6399,No,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27
6399,No,1.06,Ideal,F,VS2,60.5,57.0,6.60,6.58,3.99
6399,No,0.84,Ideal,D,VVS1,62.0,54.0,6.04,6.08,3.76
6399,No,1.06,Premium,F,VS2,62.3,58.0,6.56,6.51,4.07
6400,No,1.00,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98
6401,No,1.22,Ideal,F,SI2,62.5,56.2,6.81,6.85,4.27
6401,No,1.37,Ideal,I,SI2,62.2,56.0,7.07,7.14,4.42
6401,No,1.57,Premium,I,SI2,62.2,60.0,7.43,7.36,4.60
6401,No,1.27,Ideal,I,VS2,62.6,57.0,6.92,6.88,4.32
6403,No,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.50
6403,No,1.05,Ideal,F,VS2,62.7,56.0,6.52,6.59,4.11
6403,No,1.27,Ideal,H,SI2,61.8,57.0,6.93,6.96,4.29
6403,No,1.22,Premium,E,SI1,59.7,61.0,7.03,6.90,4.16
6403,No,1.23,Ideal,E,SI2,61.2,55.0,7.01,6.92,4.26
6405,No,1.04,Very Good,F,VS2,59.0,57.0,6.64,6.69,3.93
6405,No,1.17,Ideal,I,SI1,61.7,56.0,6.73,6.78,4.17
6405,No,1.30,Premium,J,VVS2,62.9,60.0,6.91,6.86,4.33
6405,No,1.33,Premium,H,SI2,62.8,52.0,7.15,7.06,4.46
6406,No,1.01,Very Good,G,VS2,61.6,60.0,6.42,6.47,3.97
6406,No,1.01,Very Good,G,VS2,63.4,55.0,6.35,6.40,4.04
6406,No,1.23,Ideal,H,VS2,59.0,57.0,7.05,6.99,4.14
6406,No,1.30,Premium,H,SI2,60.1,57.0,7.17,7.13,4.30
6407,No,1.01,Good,G,VS1,59.2,63.0,6.50,6.48,3.84
6409,No,1.22,Very Good,G,SI2,63.2,58.0,6.82,6.76,4.29
6409,No,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38
6410,No,1.02,Ideal,G,VS2,62.5,58.0,6.36,6.44,4.00
6411,No,1.08,Ideal,H,VS2,60.3,57.0,6.67,6.70,4.03
608,No,0.30,Premium,I,VS1,60.3,58.0,4.34,4.32,2.61
608,No,0.30,Premium,I,VS1,59.8,60.0,4.36,4.34,2.60
608,No,0.30,Premium,I,VS1,60.4,58.0,4.40,4.34,2.64
608,No,0.30,Ideal,I,VS1,61.0,56.0,4.37,4.35,2.66
608,No,0.30,Premium,I,VS1,59.1,59.0,4.38,4.35,2.58
608,No,0.30,Premium,I,VS1,58.8,61.0,4.43,4.38,2.59
608,No,0.30,Premium,I,VS1,60.5,60.0,4.33,4.30,2.61
608,No,0.30,Premium,I,VS1,60.8,59.0,4.32,4.30,2.62
608,No,0.30,Very Good,I,VS1,63.4,54.0,4.32,4.29,2.73
608,No,0.30,Ideal,I,VS1,62.5,54.0,4.32,4.29,2.69
608,No,0.30,Ideal,I,VS1,62.5,57.0,4.32,4.29,2.69
608,No,0.30,Premium,I,VS1,61.7,58.0,4.32,4.27,2.65
608,No,0.30,Premium,I,VS1,62.0,58.0,4.30,4.25,2.65
608,No,0.30,Premium,I,VS1,62.9,58.0,4.29,4.26,2.69
608,No,0.30,Premium,I,VS1,61.7,59.0,4.30,4.26,2.64
608,No,0.30,Premium,I,VS1,63.0,53.0,4.31,4.26,2.70
608,No,0.30,Premium,I,VS1,61.6,60.0,4.30,4.27,2.64
608,No,0.30,Very Good,I,VS1,63.3,59.0,4.23,4.20,2.67
608,No,0.30,Premium,I,VS1,62.9,59.0,4.30,4.22,2.68
608,No,0.30,Good,I,VS1,63.7,58.0,4.25,4.23,2.70
608,No,0.30,Very Good,I,VS1,63.5,57.0,4.29,4.24,2.71
608,No,0.30,Premium,H,VS2,62.3,58.0,4.33,4.31,2.69
608,No,0.30,Premium,H,VS2,60.9,61.0,4.35,4.32,2.64
608,No,0.30,Ideal,H,VS2,60.7,57.0,4.37,4.33,2.64
